Date,Product_ID,Category,Sales_Volume,Is_Promotion,Is_Holiday,Event_Name,Stock_Level,Day_of_Week,Month,Prev_Day_Sales,Prev_Week_Sales,Rolling_Mean_7
2025-10-19,PROD_100,Electronics,193,0,0,None,455,6,10,186.0,181.0,160.85714285714286
2025-10-20,PROD_100,Electronics,134,0,0,None,699,0,10,193.0,156.0,157.71428571428572
2025-10-21,PROD_100,Electronics,146,0,0,None,563,1,10,134.0,145.0,157.85714285714286
2025-10-22,PROD_100,Electronics,151,0,0,None,926,2,10,146.0,142.0,159.14285714285714
2025-10-23,PROD_100,Electronics,163,0,0,None,920,3,10,151.0,135.0,163.14285714285714
2025-10-24,PROD_100,Electronics,169,0,0,None,436,4,10,163.0,169.0,163.14285714285714
2025-10-25,PROD_100,Electronics,196,0,0,None,957,5,10,169.0,186.0,164.57142857142858
2025-10-26,PROD_100,Electronics,193,0,0,None,308,6,10,196.0,193.0,164.57142857142858
2025-10-27,PROD_100,Electronics,155,0,0,None,274,0,10,193.0,134.0,167.57142857142858
2025-10-28,PROD_100,Electronics,165,0,0,None,240,1,10,155.0,146.0,170.28571428571428
2025-10-29,PROD_100,Electronics,153,0,0,None,216,2,10,165.0,151.0,170.57142857142858
2025-10-30,PROD_100,Electronics,170,0,0,None,828,3,10,153.0,163.0,171.57142857142858
2025-10-31,PROD_100,Electronics,211,1,0,None,226,4,10,170.0,169.0,177.57142857142858
2025-11-01,PROD_100,Electronics,186,0,0,None,948,5,11,211.0,196.0,176.14285714285714
2025-11-02,PROD_100,Electronics,204,0,0,None,884,6,11,186.0,193.0,177.71428571428572
2025-11-03,PROD_100,Electronics,166,0,0,None,757,0,11,204.0,155.0,179.28571428571428
2025-11-04,PROD_100,Electronics,246,1,0,None,562,1,11,166.0,165.0,190.85714285714286
2025-11-05,PROD_100,Electronics,153,0,0,None,228,2,11,246.0,153.0,190.85714285714286
2025-11-06,PROD_100,Electronics,149,0,0,None,495,3,11,153.0,170.0,187.85714285714286
2025-11-07,PROD_100,Electronics,154,0,0,None,943,4,11,149.0,211.0,179.71428571428572
2025-11-08,PROD_100,Electronics,178,0,0,None,254,5,11,154.0,186.0,178.57142857142858
2025-11-09,PROD_100,Electronics,185,0,0,None,961,6,11,178.0,204.0,175.85714285714286
2025-11-10,PROD_100,Electronics,199,1,0,None,666,0,11,185.0,166.0,180.57142857142858
2025-11-11,PROD_100,Electronics,151,0,0,None,564,1,11,199.0,246.0,167.0
2025-11-12,PROD_100,Electronics,145,0,0,None,400,2,11,151.0,153.0,165.85714285714286
2025-11-13,PROD_100,Electronics,151,0,0,None,815,3,11,145.0,149.0,166.14285714285714
2025-11-14,PROD_100,Electronics,169,0,0,None,238,4,11,151.0,154.0,168.28571428571428
2025-11-15,PROD_100,Electronics,180,0,0,None,677,5,11,169.0,178.0,168.57142857142858
2025-11-16,PROD_100,Electronics,186,0,0,None,474,6,11,180.0,185.0,168.71428571428572
2025-11-17,PROD_100,Electronics,158,0,0,None,696,0,11,186.0,199.0,162.85714285714286
2025-11-18,PROD_100,Electronics,162,0,0,None,517,1,11,158.0,151.0,164.42857142857142
2025-11-19,PROD_100,Electronics,158,0,0,None,280,2,11,162.0,145.0,166.28571428571428
2025-11-20,PROD_100,Electronics,164,0,0,None,573,3,11,158.0,151.0,168.14285714285714
2025-11-21,PROD_100,Electronics,165,0,0,None,688,4,11,164.0,169.0,167.57142857142858
2025-11-22,PROD_100,Electronics,194,0,0,None,487,5,11,165.0,180.0,169.57142857142858
2025-11-23,PROD_100,Electronics,161,0,0,None,534,6,11,194.0,186.0,166.0
2025-11-24,PROD_100,Electronics,149,0,0,None,336,0,11,161.0,158.0,164.71428571428572
2025-11-25,PROD_100,Electronics,150,0,0,None,676,1,11,149.0,162.0,163.0
2025-11-26,PROD_100,Electronics,142,0,0,None,571,2,11,150.0,158.0,160.71428571428572
2025-11-27,PROD_100,Electronics,161,0,0,None,472,3,11,142.0,164.0,160.28571428571428
2025-11-28,PROD_100,Electronics,296,0,1,Black Friday,351,4,11,161.0,165.0,179.0
2025-11-29,PROD_100,Electronics,184,0,0,None,370,5,11,296.0,194.0,177.57142857142858
2025-11-30,PROD_100,Electronics,178,0,0,None,563,6,11,184.0,161.0,180.0
2025-12-01,PROD_100,Electronics,153,0,0,None,596,0,12,178.0,149.0,180.57142857142858
2025-12-02,PROD_100,Electronics,165,0,0,None,215,1,12,153.0,150.0,182.71428571428572
2025-12-03,PROD_100,Electronics,149,0,0,None,938,2,12,165.0,142.0,183.71428571428572
2025-12-04,PROD_100,Electronics,161,0,0,None,613,3,12,149.0,161.0,183.71428571428572
2025-12-05,PROD_100,Electronics,211,1,0,None,938,4,12,161.0,296.0,171.57142857142858
2025-12-06,PROD_100,Electronics,198,0,0,None,228,5,12,211.0,184.0,173.57142857142858
2025-12-07,PROD_100,Electronics,200,0,0,None,471,6,12,198.0,178.0,176.71428571428572
2025-12-08,PROD_100,Electronics,146,0,0,None,438,0,12,200.0,153.0,175.71428571428572
2025-12-09,PROD_100,Electronics,149,0,0,None,539,1,12,146.0,165.0,173.42857142857142
2025-12-10,PROD_100,Electronics,145,0,0,None,888,2,12,149.0,149.0,172.85714285714286
2025-12-11,PROD_100,Electronics,138,0,0,None,523,3,12,145.0,161.0,169.57142857142858
2025-12-12,PROD_100,Electronics,142,0,0,None,492,4,12,138.0,211.0,159.71428571428572
2025-12-13,PROD_100,Electronics,193,0,0,None,339,5,12,142.0,198.0,159.0
2025-12-14,PROD_100,Electronics,189,0,0,None,260,6,12,193.0,200.0,157.42857142857142
2025-12-15,PROD_100,Electronics,154,0,0,None,518,0,12,189.0,146.0,158.57142857142858
2025-12-16,PROD_100,Electronics,152,0,0,None,210,1,12,154.0,149.0,159.0
2025-12-17,PROD_100,Electronics,150,0,0,None,774,2,12,152.0,145.0,159.71428571428572
2025-12-18,PROD_100,Electronics,145,0,0,None,442,3,12,150.0,138.0,160.71428571428572
2025-12-19,PROD_100,Electronics,145,0,0,None,417,4,12,145.0,142.0,161.14285714285714
2025-12-20,PROD_100,Electronics,174,0,0,None,458,5,12,145.0,193.0,158.42857142857142
2025-12-21,PROD_100,Electronics,209,0,0,None,261,6,12,174.0,189.0,161.28571428571428
2025-12-22,PROD_100,Electronics,146,0,0,None,202,0,12,209.0,154.0,160.14285714285714
2025-12-23,PROD_100,Electronics,144,0,0,None,288,1,12,146.0,152.0,159.0
2025-12-24,PROD_100,Electronics,144,0,0,None,556,2,12,144.0,150.0,158.14285714285714
2025-12-25,PROD_100,Electronics,298,0,1,Christmas,740,3,12,144.0,145.0,180.0
2025-12-26,PROD_100,Electronics,157,0,0,None,937,4,12,298.0,145.0,181.71428571428572
2025-12-27,PROD_100,Electronics,243,1,0,None,425,5,12,157.0,174.0,191.57142857142858
2025-12-28,PROD_100,Electronics,215,0,0,None,237,6,12,243.0,209.0,192.42857142857142
2025-12-29,PROD_100,Electronics,151,0,0,None,653,0,12,215.0,146.0,193.14285714285714
2025-12-30,PROD_100,Electronics,169,0,0,None,887,1,12,151.0,144.0,196.71428571428572
2025-12-31,PROD_100,Electronics,117,0,0,None,548,2,12,169.0,144.0,192.85714285714286
2025-01-01,PROD_101,Grocery,305,0,1,New Year,767,2,1,0.0,0.0,0.0
2025-01-02,PROD_101,Grocery,175,0,0,None,488,3,1,305.0,0.0,0.0
2025-01-03,PROD_101,Grocery,165,0,0,None,346,4,1,175.0,0.0,0.0
2025-01-04,PROD_101,Grocery,207,0,0,None,544,5,1,165.0,0.0,0.0
2025-01-05,PROD_101,Grocery,209,0,0,None,390,6,1,207.0,0.0,0.0
2025-01-06,PROD_101,Grocery,165,0,0,None,756,0,1,209.0,0.0,0.0
2025-01-07,PROD_101,Grocery,162,0,0,None,230,1,1,165.0,0.0,198.28571428571428
2025-01-08,PROD_101,Grocery,160,0,0,None,869,2,1,162.0,305.0,177.57142857142858
2025-01-09,PROD_101,Grocery,155,0,0,None,281,3,1,160.0,175.0,174.71428571428572
2025-01-10,PROD_101,Grocery,164,0,0,None,494,4,1,155.0,165.0,174.57142857142858
2025-01-11,PROD_101,Grocery,197,0,0,None,245,5,1,164.0,207.0,173.14285714285714
2025-01-12,PROD_101,Grocery,196,0,0,None,899,6,1,197.0,209.0,171.28571428571428
2025-01-13,PROD_101,Grocery,255,1,0,None,874,0,1,196.0,165.0,184.14285714285714
2025-01-14,PROD_101,Grocery,175,0,0,None,611,1,1,255.0,162.0,186.0
2025-01-15,PROD_101,Grocery,161,0,0,None,421,2,1,175.0,160.0,186.14285714285714
2025-01-16,PROD_101,Grocery,158,0,0,None,683,3,1,161.0,155.0,186.57142857142858
2025-01-17,PROD_101,Grocery,168,0,0,None,930,4,1,158.0,164.0,187.14285714285714
2025-01-18,PROD_101,Grocery,197,0,0,None,221,5,1,168.0,197.0,187.14285714285714
2025-01-19,PROD_101,Grocery,227,0,0,None,409,6,1,197.0,196.0,191.57142857142858
2025-01-20,PROD_101,Grocery,158,0,0,None,580,0,1,227.0,255.0,177.71428571428572
2025-01-21,PROD_101,Grocery,167,0,0,None,228,1,1,158.0,175.0,176.57142857142858
2025-01-22,PROD_101,Grocery,220,1,0,None,658,2,1,167.0,161.0,185.0
2025-01-23,PROD_101,Grocery,159,0,0,None,737,3,1,220.0,158.0,185.14285714285714
2025-01-24,PROD_101,Grocery,170,0,0,None,298,4,1,159.0,168.0,185.42857142857142
2025-01-25,PROD_101,Grocery,195,0,0,None,470,5,1,170.0,197.0,185.14285714285714
2025-01-26,PROD_101,Grocery,214,0,0,None,886,6,1,195.0,227.0,183.28571428571428
2025-01-27,PROD_101,Grocery,159,0,0,None,221,0,1,214.0,158.0,183.42857142857142
2025-01-28,PROD_101,Grocery,145,0,0,None,769,1,1,159.0,167.0,180.28571428571428
2025-01-29,PROD_101,Grocery,158,0,0,None,726,2,1,145.0,220.0,171.42857142857142
2025-01-30,PROD_101,Grocery,167,0,0,None,991,3,1,158.0,159.0,172.57142857142858
2025-01-31,PROD_101,Grocery,161,0,0,None,470,4,1,167.0,170.0,171.28571428571428
2025-02-01,PROD_101,Grocery,198,0,0,None,790,5,2,161.0,195.0,171.71428571428572
2025-02-02,PROD_101,Grocery,214,0,0,None,398,6,2,198.0,214.0,171.71428571428572
2025-02-03,PROD_101,Grocery,165,0,0,None,757,0,2,214.0,159.0,172.57142857142858
2025-02-04,PROD_101,Grocery,171,0,0,None,933,1,2,165.0,145.0,176.28571428571428
2025-02-05,PROD_101,Grocery,167,0,0,None,939,2,2,171.0,158.0,177.57142857142858
2025-02-06,PROD_101,Grocery,156,0,0,None,925,3,2,167.0,167.0,176.0
2025-02-07,PROD_101,Grocery,172,0,0,None,594,4,2,156.0,161.0,177.57142857142858
2025-02-08,PROD_101,Grocery,189,0,0,None,988,5,2,172.0,198.0,176.28571428571428
2025-02-09,PROD_101,Grocery,204,0,0,None,365,6,2,189.0,214.0,174.85714285714286
2025-02-10,PROD_101,Grocery,163,0,0,None,500,0,2,204.0,165.0,174.57142857142858
2025-02-11,PROD_101,Grocery,173,0,0,None,752,1,2,163.0,171.0,174.85714285714286
2025-02-12,PROD_101,Grocery,172,0,0,None,245,2,2,173.0,167.0,175.57142857142858
2025-02-13,PROD_101,Grocery,188,0,0,None,859,3,2,172.0,156.0,180.14285714285714
2025-02-14,PROD_101,Grocery,313,0,1,Valentines Day,441,4,2,188.0,172.0,200.28571428571428
2025-02-15,PROD_101,Grocery,221,0,0,None,788,5,2,313.0,189.0,204.85714285714286
2025-02-16,PROD_101,Grocery,203,0,0,None,302,6,2,221.0,204.0,204.71428571428572
2025-02-17,PROD_101,Grocery,181,0,0,None,342,0,2,203.0,163.0,207.28571428571428
2025-02-18,PROD_101,Grocery,170,0,0,None,627,1,2,181.0,173.0,206.85714285714286
2025-02-19,PROD_101,Grocery,177,0,0,None,208,2,2,170.0,172.0,207.57142857142858
2025-02-20,PROD_101,Grocery,173,0,0,None,558,3,2,177.0,188.0,205.42857142857142
2025-02-21,PROD_101,Grocery,167,0,0,None,889,4,2,173.0,313.0,184.57142857142858
2025-02-22,PROD_101,Grocery,209,0,0,None,517,5,2,167.0,221.0,182.85714285714286
2025-02-23,PROD_101,Grocery,211,0,0,None,609,6,2,209.0,203.0,184.0
2025-02-24,PROD_101,Grocery,165,0,0,None,326,0,2,211.0,181.0,181.71428571428572
2025-02-25,PROD_101,Grocery,160,0,0,None,211,1,2,165.0,170.0,180.28571428571428
2025-02-26,PROD_101,Grocery,166,0,0,None,736,2,2,160.0,177.0,178.71428571428572
2025-02-27,PROD_101,Grocery,153,0,0,None,830,3,2,166.0,173.0,175.85714285714286
2025-02-28,PROD_101,Grocery,158,0,0,None,487,4,2,153.0,167.0,174.57142857142858
2025-03-01,PROD_101,Grocery,207,0,0,None,258,5,3,158.0,209.0,174.28571428571428
2025-03-02,PROD_101,Grocery,166,0,0,None,954,6,3,207.0,211.0,167.85714285714286
2025-03-03,PROD_101,Grocery,161,0,0,None,924,0,3,166.0,165.0,167.28571428571428
2025-03-04,PROD_101,Grocery,147,0,0,None,223,1,3,161.0,160.0,165.42857142857142
2025-03-05,PROD_101,Grocery,151,0,0,None,731,2,3,147.0,166.0,163.28571428571428
2025-03-06,PROD_101,Grocery,149,0,0,None,761,3,3,151.0,153.0,162.71428571428572
2025-03-07,PROD_101,Grocery,148,0,0,None,316,4,3,149.0,158.0,161.28571428571428
2025-03-08,PROD_101,Grocery,205,0,0,None,777,5,3,148.0,207.0,161.0
2025-03-09,PROD_101,Grocery,181,0,0,None,570,6,3,205.0,166.0,163.14285714285714
2025-03-10,PROD_101,Grocery,158,0,0,None,836,0,3,181.0,161.0,162.71428571428572
2025-03-11,PROD_101,Grocery,178,0,0,None,936,1,3,158.0,147.0,167.14285714285714
2025-03-12,PROD_101,Grocery,177,0,0,None,719,2,3,178.0,151.0,170.85714285714286
2025-03-13,PROD_101,Grocery,180,0,0,None,725,3,3,177.0,149.0,175.28571428571428
2025-03-14,PROD_101,Grocery,176,0,0,None,574,4,3,180.0,148.0,179.28571428571428
2025-03-15,PROD_101,Grocery,171,0,0,None,580,5,3,176.0,205.0,174.42857142857142
2025-03-16,PROD_101,Grocery,197,0,0,None,430,6,3,171.0,181.0,176.71428571428572
2025-03-17,PROD_101,Grocery,152,0,0,None,227,0,3,197.0,158.0,175.85714285714286
2025-03-18,PROD_101,Grocery,167,0,0,None,428,1,3,152.0,178.0,174.28571428571428
2025-03-19,PROD_101,Grocery,199,1,0,None,500,2,3,167.0,177.0,177.42857142857142
2025-03-20,PROD_101,Grocery,167,0,0,None,486,3,3,199.0,180.0,175.57142857142858
2025-03-21,PROD_101,Grocery,143,0,0,None,560,4,3,167.0,176.0,170.85714285714286
2025-03-22,PROD_101,Grocery,186,0,0,None,975,5,3,143.0,171.0,173.0
2025-03-23,PROD_101,Grocery,186,0,0,None,483,6,3,186.0,197.0,171.42857142857142
2025-03-24,PROD_101,Grocery,226,1,0,None,886,0,3,186.0,152.0,182.0
2025-03-25,PROD_101,Grocery,176,0,0,None,755,1,3,226.0,167.0,183.28571428571428
2025-03-26,PROD_101,Grocery,163,0,0,None,566,2,3,176.0,199.0,178.14285714285714
2025-03-27,PROD_101,Grocery,161,0,0,None,533,3,3,163.0,167.0,177.28571428571428
2025-03-28,PROD_101,Grocery,162,0,0,None,710,4,3,161.0,143.0,180.0
2025-03-29,PROD_101,Grocery,195,0,0,None,360,5,3,162.0,186.0,181.28571428571428
2025-03-30,PROD_101,Grocery,199,0,0,None,211,6,3,195.0,186.0,183.14285714285714
2025-03-31,PROD_101,Grocery,323,0,1,Eid al-Fitr,422,0,3,199.0,226.0,197.0
2025-04-01,PROD_101,Grocery,167,0,0,None,626,1,4,323.0,176.0,195.71428571428572
2025-04-02,PROD_101,Grocery,155,0,0,None,583,2,4,167.0,163.0,194.57142857142858
2025-04-03,PROD_101,Grocery,168,0,0,None,507,3,4,155.0,161.0,195.57142857142858
2025-04-04,PROD_101,Grocery,170,0,0,None,540,4,4,168.0,162.0,196.71428571428572
2025-04-05,PROD_101,Grocery,173,0,0,None,868,5,4,170.0,195.0,193.57142857142858
2025-04-06,PROD_101,Grocery,194,0,0,None,510,6,4,173.0,199.0,192.85714285714286
2025-04-07,PROD_101,Grocery,154,0,0,None,626,0,4,194.0,323.0,168.71428571428572
2025-04-08,PROD_101,Grocery,188,0,0,None,847,1,4,154.0,167.0,171.71428571428572
2025-04-09,PROD_101,Grocery,163,0,0,None,787,2,4,188.0,155.0,172.85714285714286
2025-04-10,PROD_101,Grocery,170,0,0,None,853,3,4,163.0,168.0,173.14285714285714
2025-04-11,PROD_101,Grocery,165,0,0,None,268,4,4,170.0,170.0,172.42857142857142
2025-04-12,PROD_101,Grocery,202,0,0,None,784,5,4,165.0,173.0,176.57142857142858
2025-04-13,PROD_101,Grocery,201,0,0,None,688,6,4,202.0,194.0,177.57142857142858
2025-04-14,PROD_101,Grocery,176,0,0,None,843,0,4,201.0,154.0,180.71428571428572
2025-04-15,PROD_101,Grocery,170,0,0,None,653,1,4,176.0,188.0,178.14285714285714
2025-04-16,PROD_101,Grocery,160,0,0,None,564,2,4,170.0,163.0,177.71428571428572
2025-04-17,PROD_101,Grocery,171,0,0,None,543,3,4,160.0,170.0,177.85714285714286
2025-04-18,PROD_101,Grocery,150,0,0,None,264,4,4,171.0,165.0,175.71428571428572
2025-04-19,PROD_101,Grocery,206,0,0,None,342,5,4,150.0,202.0,176.28571428571428
2025-04-20,PROD_101,Grocery,376,0,1,Easter,935,6,4,206.0,201.0,201.28571428571428
2025-04-21,PROD_101,Grocery,175,0,0,None,301,0,4,376.0,176.0,201.14285714285714
2025-04-22,PROD_101,Grocery,180,0,0,None,976,1,4,175.0,170.0,202.57142857142858
2025-04-23,PROD_101,Grocery,174,0,0,None,993,2,4,180.0,160.0,204.57142857142858
2025-04-24,PROD_101,Grocery,164,0,0,None,499,3,4,174.0,171.0,203.57142857142858
2025-04-25,PROD_101,Grocery,152,0,0,None,242,4,4,164.0,150.0,203.85714285714286
2025-04-26,PROD_101,Grocery,207,0,0,None,626,5,4,152.0,206.0,204.0
2025-04-27,PROD_101,Grocery,205,0,0,None,818,6,4,207.0,376.0,179.57142857142858
2025-04-28,PROD_101,Grocery,238,1,0,None,523,0,4,205.0,175.0,188.57142857142858
2025-04-29,PROD_101,Grocery,179,0,0,None,669,1,4,238.0,180.0,188.42857142857142
2025-04-30,PROD_101,Grocery,167,0,0,None,572,2,4,179.0,174.0,187.42857142857142
2025-05-01,PROD_101,Grocery,152,0,0,None,738,3,5,167.0,164.0,185.71428571428572
2025-05-02,PROD_101,Grocery,188,0,0,None,305,4,5,152.0,152.0,190.85714285714286
2025-05-03,PROD_101,Grocery,196,0,0,None,201,5,5,188.0,207.0,189.28571428571428
2025-05-04,PROD_101,Grocery,200,0,0,None,462,6,5,196.0,205.0,188.57142857142858
2025-05-05,PROD_101,Grocery,177,0,0,None,785,0,5,200.0,238.0,179.85714285714286
2025-05-06,PROD_101,Grocery,158,0,0,None,440,1,5,177.0,179.0,176.85714285714286
2025-05-07,PROD_101,Grocery,155,0,0,None,497,2,5,158.0,167.0,175.14285714285714
2025-05-08,PROD_101,Grocery,155,0,0,None,584,3,5,155.0,152.0,175.57142857142858
2025-05-09,PROD_101,Grocery,162,0,0,None,884,4,5,155.0,188.0,171.85714285714286
2025-05-10,PROD_101,Grocery,218,0,0,None,225,5,5,162.0,196.0,175.0
2025-05-11,PROD_101,Grocery,196,0,0,None,577,6,5,218.0,200.0,174.42857142857142
2025-05-12,PROD_101,Grocery,165,0,0,None,248,0,5,196.0,177.0,172.71428571428572
2025-05-13,PROD_101,Grocery,166,0,0,None,492,1,5,165.0,158.0,173.85714285714286
2025-05-14,PROD_101,Grocery,170,0,0,None,366,2,5,166.0,155.0,176.0
2025-05-15,PROD_101,Grocery,168,0,0,None,345,3,5,170.0,155.0,177.85714285714286
2025-05-16,PROD_101,Grocery,161,0,0,None,780,4,5,168.0,162.0,177.71428571428572
2025-05-17,PROD_101,Grocery,186,0,0,None,307,5,5,161.0,218.0,173.14285714285714
2025-05-18,PROD_101,Grocery,171,0,0,None,854,6,5,186.0,196.0,169.57142857142858
2025-05-19,PROD_101,Grocery,165,0,0,None,654,0,5,171.0,165.0,169.57142857142858
2025-05-20,PROD_101,Grocery,158,0,0,None,708,1,5,165.0,166.0,168.42857142857142
2025-05-21,PROD_101,Grocery,150,0,0,None,969,2,5,158.0,170.0,165.57142857142858
2025-05-22,PROD_101,Grocery,180,0,0,None,753,3,5,150.0,168.0,167.28571428571428
2025-05-23,PROD_101,Grocery,173,0,0,None,366,4,5,180.0,161.0,169.0
2025-05-24,PROD_101,Grocery,195,0,0,None,753,5,5,173.0,186.0,170.28571428571428
2025-05-25,PROD_101,Grocery,184,0,0,None,235,6,5,195.0,171.0,172.14285714285714
2025-05-26,PROD_101,Grocery,152,0,0,None,624,0,5,184.0,165.0,170.28571428571428
2025-05-27,PROD_101,Grocery,156,0,0,None,980,1,5,152.0,158.0,170.0
2025-05-28,PROD_101,Grocery,166,0,0,None,429,2,5,156.0,150.0,172.28571428571428
2025-05-29,PROD_101,Grocery,148,0,0,None,266,3,5,166.0,180.0,167.71428571428572
2025-05-30,PROD_101,Grocery,152,0,0,None,329,4,5,148.0,173.0,164.71428571428572
2025-05-31,PROD_101,Grocery,193,0,0,None,813,5,5,152.0,195.0,164.42857142857142
2025-06-01,PROD_101,Grocery,180,0,0,None,861,6,6,193.0,184.0,163.85714285714286
2025-06-02,PROD_101,Grocery,157,0,0,None,747,0,6,180.0,152.0,164.57142857142858
2025-06-03,PROD_101,Grocery,177,0,0,None,510,1,6,157.0,156.0,167.57142857142858
2025-06-04,PROD_101,Grocery,170,0,0,None,645,2,6,177.0,166.0,168.14285714285714
2025-06-05,PROD_101,Grocery,140,0,0,None,478,3,6,170.0,148.0,167.0
2025-06-06,PROD_101,Grocery,159,0,0,None,303,4,6,140.0,152.0,168.0
2025-06-07,PROD_101,Grocery,205,0,0,None,832,5,6,159.0,193.0,169.71428571428572
2025-06-08,PROD_101,Grocery,220,0,0,None,605,6,6,205.0,180.0,175.42857142857142
2025-06-09,PROD_101,Grocery,158,0,0,None,983,0,6,220.0,157.0,175.57142857142858
2025-06-10,PROD_101,Grocery,167,0,0,None,699,1,6,158.0,177.0,174.14285714285714
2025-06-11,PROD_101,Grocery,156,0,0,None,540,2,6,167.0,170.0,172.14285714285714
2025-06-12,PROD_101,Grocery,150,0,0,None,960,3,6,156.0,140.0,173.57142857142858
2025-06-13,PROD_101,Grocery,155,0,0,None,606,4,6,150.0,159.0,173.0
2025-06-14,PROD_101,Grocery,192,0,0,None,510,5,6,155.0,205.0,171.14285714285714
2025-06-15,PROD_101,Grocery,191,0,0,None,300,6,6,192.0,220.0,167.0
2025-06-16,PROD_101,Grocery,163,0,0,None,211,0,6,191.0,158.0,167.71428571428572
2025-06-17,PROD_101,Grocery,164,0,0,None,357,1,6,163.0,167.0,167.28571428571428
2025-06-18,PROD_101,Grocery,163,0,0,None,869,2,6,164.0,156.0,168.28571428571428
2025-06-19,PROD_101,Grocery,160,0,0,None,725,3,6,163.0,150.0,169.71428571428572
2025-06-20,PROD_101,Grocery,159,0,0,None,604,4,6,160.0,155.0,170.28571428571428
2025-06-21,PROD_101,Grocery,175,0,0,None,987,5,6,159.0,192.0,167.85714285714286
2025-06-22,PROD_101,Grocery,214,0,0,None,736,6,6,175.0,191.0,171.14285714285714
2025-06-23,PROD_101,Grocery,144,0,0,None,294,0,6,214.0,163.0,168.42857142857142
2025-06-24,PROD_101,Grocery,161,0,0,None,309,1,6,144.0,164.0,168.0
2025-06-25,PROD_101,Grocery,158,0,0,None,682,2,6,161.0,163.0,167.28571428571428
2025-06-26,PROD_101,Grocery,173,0,0,None,224,3,6,158.0,160.0,169.14285714285714
2025-06-27,PROD_101,Grocery,163,0,0,None,736,4,6,173.0,159.0,169.71428571428572
2025-06-28,PROD_101,Grocery,187,0,0,None,211,5,6,163.0,175.0,171.42857142857142
2025-06-29,PROD_101,Grocery,182,0,0,None,646,6,6,187.0,214.0,166.85714285714286
2025-06-30,PROD_101,Grocery,166,0,0,None,242,0,6,182.0,144.0,170.0
2025-07-01,PROD_101,Grocery,154,0,0,None,716,1,7,166.0,161.0,169.0
2025-07-02,PROD_101,Grocery,168,0,0,None,977,2,7,154.0,158.0,170.42857142857142
2025-07-03,PROD_101,Grocery,180,0,0,None,255,3,7,168.0,173.0,171.42857142857142
2025-07-04,PROD_101,Grocery,313,0,1,Summer Peak,282,4,7,180.0,163.0,192.85714285714286
2025-07-05,PROD_101,Grocery,188,0,0,None,462,5,7,313.0,187.0,193.0
2025-07-06,PROD_101,Grocery,191,0,0,None,808,6,7,188.0,182.0,194.28571428571428
2025-07-07,PROD_101,Grocery,148,0,0,None,619,0,7,191.0,166.0,191.71428571428572
2025-07-08,PROD_101,Grocery,173,0,0,None,430,1,7,148.0,154.0,194.42857142857142
2025-07-09,PROD_101,Grocery,159,0,0,None,967,2,7,173.0,168.0,193.14285714285714
2025-07-10,PROD_101,Grocery,177,0,0,None,718,3,7,159.0,180.0,192.71428571428572
2025-07-11,PROD_101,Grocery,150,0,0,None,797,4,7,177.0,313.0,169.42857142857142
2025-07-12,PROD_101,Grocery,228,1,0,None,773,5,7,150.0,188.0,175.14285714285714
2025-07-13,PROD_101,Grocery,213,0,0,None,670,6,7,228.0,191.0,178.28571428571428
2025-07-14,PROD_101,Grocery,177,0,0,None,622,0,7,213.0,148.0,182.42857142857142
2025-07-15,PROD_101,Grocery,173,0,0,None,692,1,7,177.0,173.0,182.42857142857142
2025-07-16,PROD_101,Grocery,159,0,0,None,537,2,7,173.0,159.0,182.42857142857142
2025-07-17,PROD_101,Grocery,162,0,0,None,696,3,7,159.0,177.0,180.28571428571428
2025-07-18,PROD_101,Grocery,159,0,0,None,902,4,7,162.0,150.0,181.57142857142858
2025-07-19,PROD_101,Grocery,203,0,0,None,907,5,7,159.0,228.0,178.0
2025-07-20,PROD_101,Grocery,175,0,0,None,963,6,7,203.0,213.0,172.57142857142858
2025-07-21,PROD_101,Grocery,168,0,0,None,621,0,7,175.0,177.0,171.28571428571428
2025-07-22,PROD_101,Grocery,176,0,0,None,753,1,7,168.0,173.0,171.71428571428572
2025-07-23,PROD_101,Grocery,175,0,0,None,771,2,7,176.0,159.0,174.0
2025-07-24,PROD_101,Grocery,152,0,0,None,296,3,7,175.0,162.0,172.57142857142858
2025-07-25,PROD_101,Grocery,185,0,0,None,975,4,7,152.0,159.0,176.28571428571428
2025-07-26,PROD_101,Grocery,203,0,0,None,278,5,7,185.0,203.0,176.28571428571428
2025-07-27,PROD_101,Grocery,188,0,0,None,615,6,7,203.0,175.0,178.14285714285714
2025-07-28,PROD_101,Grocery,164,0,0,None,286,0,7,188.0,168.0,177.57142857142858
2025-07-29,PROD_101,Grocery,160,0,0,None,607,1,7,164.0,176.0,175.28571428571428
2025-07-30,PROD_101,Grocery,165,0,0,None,216,2,7,160.0,175.0,173.85714285714286
2025-07-31,PROD_101,Grocery,155,0,0,None,565,3,7,165.0,152.0,174.28571428571428
2025-08-01,PROD_101,Grocery,176,0,0,None,635,4,8,155.0,185.0,173.0
2025-08-02,PROD_101,Grocery,191,0,0,None,641,5,8,176.0,203.0,171.28571428571428
2025-08-03,PROD_101,Grocery,199,0,0,None,551,6,8,191.0,188.0,172.85714285714286
2025-08-04,PROD_101,Grocery,156,0,0,None,567,0,8,199.0,164.0,171.71428571428572
2025-08-05,PROD_101,Grocery,162,0,0,None,422,1,8,156.0,160.0,172.0
2025-08-06,PROD_101,Grocery,155,0,0,None,816,2,8,162.0,165.0,170.57142857142858
